町 名,Unnamed: 2,可燃,Unnamed: 4,不燃,資源  ペット,有価物,番地詳細,nth_week,weekday_info,town_name,district_name
な,夏見5～7丁目,"1,4",1,3木,2,2.0,,3,3,夏見,5～7丁目
な,夏見台1・2丁目,"1,4",1,3木,2,2.0,,3,3,夏見台,1・2丁目
な,夏見台3丁目,"0,3",1,2木,2,2.0,,2,3,夏見台,3丁目
な,夏見台4丁目,"1,4",1,3木,2,2.0,,3,3,夏見台,4丁目
な,夏見台5丁目,"0,3",1,2木,2,2.0,,2,3,夏見台,5丁目
な,夏見台6丁目,"0,3",1,4木,2,2.0,,4,3,夏見台,6丁目
な,夏見町2丁目,"1,4",1,3木,2,2.0,,3,3,夏見町,2丁目
な,七林町,"0,3",0,1水,1,2.0,下記以外,1,2,七林町,
な,七林町,"0,3",0,1水,1,1.0,"126の一部,127の一部  （星和町会のみ）",1,2,七林町,
な,習志野1～4丁目,"2,5",0,4金,3,3.0,,4,4,習志野,1～4丁目
な,習志野5丁目,"2,5",0,4金,1,3.0,1～3,4,4,習志野,5丁目
な,習志野5丁目,"2,5",0,4水,1,3.0,4～12,4,2,習志野,5丁目
な,習志野台1丁目,"0,3",0,1水,1,4.0,,1,2,習志野台,1丁目
な,習志野台2丁目,"2,5",0,3金,3,4.0,5～73,3,4,習志野台,2丁目
な,習志野台2丁目,"2,5",0,1水,1,3.0,1～4,1,2,習志野台,2丁目
な,習志野台3丁目,"2,5",0,4金,4,4.0,"6～8,13～18",4,4,習志野台,3丁目
な,習志野台3丁目,"0,3",0,2火,3,4.0,"2,3,5,9～12（団地）",2,1,習志野台,3丁目
な,習志野台3丁目,"0,3",0,2火,4,4.0,4,2,1,習志野台,3丁目
な,習志野台4丁目,"2,5",0,4金,4,4.0,13～84,4,4,習志野台,4丁目
な,習志野台4丁目,"2,5",0,1水,4,3.0,"10,11,12の一部",1,2,習志野台,4丁目
な,習志野台4丁目,"2,5",0,3水,4,3.0,1～9,3,2,習志野台,4丁目
な,習志野台4丁目,"2,5",0,1水,1,,12の一部  （セントラルマンション）,1,2,習志野台,4丁目
な,習志野台4丁目,"0,3",0,1水,1,4.0,700番台　飛び地,1,2,習志野台,4丁目
な,習志野台5丁目,"2,5",0,4金,3,4.0,22～46,4,4,習志野台,5丁目
な,習志野台5丁目,"2,5",0,4金,4,4.0,1～21,4,4,習志野台,5丁目
な,習志野台6丁目,"2,5",0,3金,3,4.0,1～3,3,4,習志野台,6丁目
な,習志野台6丁目,"2,5",0,4金,3,4.0,"4～6,9～28",4,4,習志野台,6丁目
な,習志野台6丁目,"0,3",0,2火,3,4.0,"7,8（団地）",2,1,習志野台,6丁目
な,習志野台7丁目,"2,5",0,3金,3,4.0,下記以外,3,4,習志野台,7丁目
な,習志野台7丁目,"2,5",0,3金,3,0.0,7－4－1のみ,3,4,習志野台,7丁目
な,習志野台7丁目,"2,5",0,4金,3,4.0,2223,4,4,習志野台,7丁目
な,習志野台8丁目,"2,5",0,4金,3,4.0,,4,4,習志野台,8丁目
に,西浦1～3丁目,"2,5",1,4月,4,4.0,,4,0,西浦,1～3丁目
に,西習志野1・2丁目,"0,3",0,1水,1,4.0,,1,2,西習志野,1・2丁目
に,西習志野3丁目,"0,3",0,1水,1,4.0,1～34,1,2,西習志野,3丁目
に,西習志野3丁目,"0,3",0,1水,1,1.0,35～39,1,2,西習志野,3丁目
に,西習志野4丁目,"0,3",0,1水,1,4.0,"1～10,12～18",1,2,西習志野,4丁目
に,西習志野4丁目,"0,3",0,3水,4,4.0,19～24（みゆき町会内）,3,2,西習志野,4丁目
に,西習志野4丁目,"0,3",0,1水,4,4.0,11の一部（みゆき町会内）,1,2,西習志野,4丁目
に,西船1丁目,"2,5",1,2月,4,1.0,下記以外,2,0,西船,1丁目
に,西船1丁目,"2,5",1,2月,4,4.0,"1の一部,2の一部  （海神6丁目町会）",2,0,西船,1丁目
に,西船2丁目,"2,5",1,2月,4,1.0,"2～20,32～35",2,0,西船,2丁目
に,西船2丁目,"2,5",1,3月,2,2.0,"21,23～30",3,0,西船,2丁目
に,西船3・4丁目,"2,5",1,2月,4,1.0,,2,0,西船,3・4丁目
に,西船5丁目,"2,5",1,1月,4,1.0,10～21,1,0,西船,5丁目
に,西船5丁目,"2,5",1,2月,4,1.0,"1～9,22～27",2,0,西船,5丁目
に,西船6丁目,"2,5",1,1月,4,1.0,8～10,1,0,西船,6丁目
に,西船6丁目,"2,5",1,2月,4,1.0,1～7,2,0,西船,6丁目
に,西船7丁目,"2,5",1,1月,4,1.0,7～11,1,0,西船,7丁目
に,西船7丁目,"2,5",1,2月,4,1.0,1～6,2,0,西船,7丁目
に,二宮1丁目,"1,4",0,2水,1,3.0,,2,2,二宮,1丁目
に,二宮2丁目,"1,4",0,3水,1,3.0,,3,2,二宮,2丁目
は,飯山満町1丁目,"1,4",1,3木,1,1.0,"1～836,1000番台",3,3,飯山満町,1丁目
は,飯山満町1丁目,"1,4",1,1水,1,1.0,"447の1,837～900番台",1,2,飯山満町,1丁目
は,飯山満町2丁目,"1,4",1,2水,1,1.0,100～640,2,2,飯山満町,2丁目
は,飯山満町2丁目,"1,4",1,1水,1,1.0,641～,1,2,飯山満町,2丁目
は,飯山満町2丁目,"0,3",0,1水,1,1.0,"845～847,849,851,852  855,950,953,970",1,2,飯山満町,2丁目
は,飯山満町2丁目,"1,4",1,2水,0,3.0,"380の一部,385の一部",2,2,飯山満町,2丁目
は,飯山満町3丁目,"0,3",0,1水,1,1.0,下記以外,1,2,飯山満町,3丁目
は,飯山満町3丁目,"1,4",0,3水,1,3.0,"1390番台,1400番台～1520番台  1380番台及び1530番台の一部  （飯山満七林線の南側）",3,2,飯山満町,3丁目
は,浜町1丁目,"2,5",1,2火,0,0.0,7～43（一般）,2,1,浜町,1丁目
は,浜町1丁目,"2,5",1,2火,0,2.0,1～6（船橋ファミリータウン）,2,1,浜町,1丁目
は,浜町2丁目,"2,5",1,2火,0,2.0,,2,1,浜町,2丁目
は,浜町2丁目,"2,5",1,2火,0,4.0,ワンダーベイシティSAZANのみ,2,1,浜町,2丁目
は,浜町3丁目,"2,5",1,2火,0,2.0,,2,1,浜町,3丁目
ひ,東中山1・2丁目,"0,3",1,1月,4,1.0,,1,0,東中山,1・2丁目
ひ,東船橋1丁目,"1,4",1,3火,0,0.0,,3,1,東船橋,1丁目
ひ,東船橋2・3丁目,"1,4",1,2水,0,0.0,,2,2,東船橋,2・3丁目
ひ,東船橋4丁目,"1,4",1,3火,0,0.0,,3,1,東船橋,4丁目
ひ,東船橋5・6丁目,"1,4",1,4火,0,0.0,,4,1,東船橋,5・6丁目
ひ,東船橋7丁目,"1,4",1,3火,0,0.0,"1～3,9～17",3,1,東船橋,7丁目
ひ,東船橋7丁目,"1,4",1,4火,0,0.0,"4～8,18～22",4,1,東船橋,7丁目
ひ,日の出1・2丁目,"2,5",1,2火,0,2.0,,2,1,日の出,1・2丁目
ふ,藤原1～8丁目,"0,3",1,1木,2,3.0,,1,3,藤原,1～8丁目
ふ,二子町,"2,5",1,1月,4,1.0,,1,0,二子町,
ふ,二和西1～6丁目,"0,3",0,4木,2,1.0,,4,3,二和西,1～6丁目
ふ,二和東1～6丁目,"0,3",0,4木,2,1.0,,4,3,二和東,1～6丁目
ほ,本郷町,"2,5",1,1月,4,1.0,"472～636,639,651,691,704～746",1,0,本郷町,
ほ,本郷町,"2,5",1,4月,4,1.0,"400～465,637,638,640～650  653～689,692～694",4,0,本郷町,
ほ,本町1丁目,"0,3",1,4月,4,4.0,"14,18～23,25,26,29",4,0,本町,1丁目
ほ,本町1丁目,"1,4",1,1火,0,2.0,"1～13,15,16,27,28,30～32",1,1,本町,1丁目
ほ,本町1丁目,"1,4",1,1火,4,4.0,"25のソシアルハイム,27の北西,  29-4のそばの全3か所",1,1,本町,1丁目
ほ,本町2丁目,"0,3",1,4月,4,4.0,12～22,4,0,本町,2丁目
ほ,本町2丁目,"1,4",1,1火,4,4.0,1123,1,1,本町,2丁目
ほ,本町2丁目,"1,4",1,1火,0,2.0,"1～9,24～29",1,1,本町,2丁目
ほ,本町3・4丁目,"1,4",1,1火,0,2.0,,1,1,本町,3・4丁目
ほ,本町5・6丁目,"2,5",1,1火,0,2.0,,1,1,本町,5・6丁目
ほ,本町7丁目,"2,5",1,1火,0,2.0,2～24,1,1,本町,7丁目
ほ,本町7丁目,"2,5",1,3月,0,2.0,252627,3,0,本町,7丁目
は,飯山満町1丁目,"1,4",1,3木,1,1.0,"1～836,1000番台",3,3,飯山満町,1丁目
は,飯山満町1丁目,"1,4",1,1水,1,1.0,"447の1,837～900番台",1,2,飯山満町,1丁目
は,飯山満町2丁目,"1,4",1,2水,1,1.0,100～640,2,2,飯山満町,2丁目
は,飯山満町2丁目,"1,4",1,1水,1,1.0,641～,1,2,飯山満町,2丁目
は,飯山満町2丁目,"0,3",0,1水,1,1.0,"845～847,849,851,852  855,950,953,970",1,2,飯山満町,2丁目
は,飯山満町2丁目,"1,4",1,2水,0,3.0,"380の一部,385の一部",2,2,飯山満町,2丁目
は,飯山満町3丁目,"0,3",0,1水,1,1.0,下記以外,1,2,飯山満町,3丁目
は,飯山満町3丁目,"1,4",0,3水,1,3.0,"1390番台,1400番台～1520番台  1380番台及び1530番台の一部  （飯山満七林線の南側）",3,2,飯山満町,3丁目
は,浜町1丁目,"2,5",1,2火,0,0.0,7～43（一般）,2,1,浜町,1丁目
は,浜町1丁目,"2,5",1,2火,0,2.0,1～6（船橋ファミリータウン）,2,1,浜町,1丁目
は,浜町2丁目,"2,5",1,2火,0,2.0,,2,1,浜町,2丁目
は,浜町2丁目,"2,5",1,2火,0,4.0,ワンダーベイシティSAZANのみ,2,1,浜町,2丁目
は,浜町3丁目,"2,5",1,2火,0,2.0,,2,1,浜町,3丁目
ひ,東中山1・2丁目,"0,3",1,1月,4,1.0,,1,0,東中山,1・2丁目
ひ,東船橋1丁目,"1,4",1,3火,0,0.0,,3,1,東船橋,1丁目
ひ,東船橋2・3丁目,"1,4",1,2水,0,0.0,,2,2,東船橋,2・3丁目
ひ,東船橋4丁目,"1,4",1,3火,0,0.0,,3,1,東船橋,4丁目
ひ,東船橋5・6丁目,"1,4",1,4火,0,0.0,,4,1,東船橋,5・6丁目
ひ,東船橋7丁目,"1,4",1,3火,0,0.0,"1～3,9～17",3,1,東船橋,7丁目
ひ,東船橋7丁目,"1,4",1,4火,0,0.0,"4～8,18～22",4,1,東船橋,7丁目
ひ,日の出1・2丁目,"2,5",1,2火,0,2.0,,2,1,日の出,1・2丁目
ふ,藤原1～8丁目,"0,3",1,1木,2,3.0,,1,3,藤原,1～8丁目
ふ,二子町,"2,5",1,1月,4,1.0,,1,0,二子町,
ふ,二和西1～6丁目,"0,3",0,4木,2,1.0,,4,3,二和西,1～6丁目
ふ,二和東1～6丁目,"0,3",0,4木,2,1.0,,4,3,二和東,1～6丁目
ほ,本郷町,"2,5",1,1月,4,1.0,"472～636,639,651,691,704～746",1,0,本郷町,
ほ,本郷町,"2,5",1,4月,4,1.0,"400～465,637,638,640～650  653～689,692～694",4,0,本郷町,
ほ,本町1丁目,"0,3",1,4月,4,4.0,"14,18～23,25,26,29",4,0,本町,1丁目
ほ,本町1丁目,"1,4",1,1火,0,2.0,"1～13,15,16,27,28,30～32",1,1,本町,1丁目
ほ,本町1丁目,"1,4",1,1火,4,4.0,"25のソシアルハイム,27の北西,  29-4のそばの全3か所",1,1,本町,1丁目
ほ,本町2丁目,"0,3",1,4月,4,4.0,12～22,4,0,本町,2丁目
ほ,本町2丁目,"1,4",1,1火,4,4.0,1123,1,1,本町,2丁目
ほ,本町2丁目,"1,4",1,1火,0,2.0,"1～9,24～29",1,1,本町,2丁目
ほ,本町3・4丁目,"1,4",1,1火,0,2.0,,1,1,本町,3・4丁目
ほ,本町5・6丁目,"2,5",1,1火,0,2.0,,1,1,本町,5・6丁目
ほ,本町7丁目,"2,5",1,1火,0,2.0,2～24,1,1,本町,7丁目
ほ,本町7丁目,"2,5",1,3月,0,2.0,252627,3,0,本町,7丁目
ま,前貝塚町,"0,3",1,1木,2,2.0,"100番台,208～211  819～822,844,845,855,856  860番台,870～872,885",1,3,前貝塚町,
ま,前貝塚町,"0,3",1,2木,2,2.0,上記下記以外,2,3,前貝塚町,
ま,前貝塚町,"0,3",1,4木,2,2.0,340番台,4,3,前貝塚町,
ま,前原西1～3丁目,"1,4",1,4火,0,3.0,,4,1,前原西,1～3丁目
ま,前原西4・5丁目,"1,4",1,2水,0,3.0,,2,2,前原西,4・5丁目
ま,前原西6丁目,"1,4",1,2水,0,3.0,下記以外,2,2,前原西,6丁目
ま,前原西6丁目,"1,4",1,3月,4,3.0,前原団地（アルビス前原）,3,0,前原西,6丁目
ま,前原西6丁目,"1,4",1,3月,4,3.0,パークホームズ津田沼前原の丘  パークハウス木々津田沼前原  ローレルコート津田沼  ミリアビタNO.26,3,0,前原西,6丁目
ま,前原西7丁目,"1,4",1,2水,0,3.0,,2,2,前原西,7丁目
ま,前原西8丁目,"1,4",0,2水,1,3.0,"5～19,25～28",2,2,前原西,8丁目
ま,前原西8丁目,"1,4",0,2水,0,3.0,"1～4,22～24",2,2,前原西,8丁目
ま,前原東1丁目,"1,4",0,2水,0,3.0,9～16,2,2,前原東,1丁目
ま,前原東1丁目,"1,4",1,4火,0,3.0,1～8,4,1,前原東,1丁目
ま,前原東2丁目,"1,4",0,3水,0,3.0,,3,2,前原東,2丁目
ま,前原東3丁目,"1,4",1,4火,0,3.0,134,4,1,前原東,3丁目
ま,前原東3丁目,"1,4",0,2水,0,3.0,"5～8,10～15  17～36",2,2,前原東,3丁目
ま,前原東4丁目,"1,4",0,2水,0,3.0,1～17,2,2,前原東,4丁目
ま,前原東4丁目,"1,4",1,2水,0,3.0,18～21,2,2,前原東,4丁目
ま,前原東5丁目,"1,4",0,2水,0,3.0,1～7,2,2,前原東,5丁目
ま,前原東5丁目,"1,4",0,3水,0,3.0,8～49,3,2,前原東,5丁目
ま,前原東6丁目,"1,4",0,3水,0,3.0,"1～5,9～15",3,2,前原東,6丁目
ま,前原東6丁目,"1,4",0,4水,0,3.0,"6,7,8,16～37",4,2,前原東,6丁目
ま,馬込町,"0,3",0,1木,2,1.0,"912,913  943,945",1,3,馬込町,
ま,馬込町,"0,3",0,4木,2,1.0,船橋・我孫子線の東側,4,3,馬込町,
ま,馬込町,"0,3",1,4木,2,3.0,船橋・我孫子線の西側,4,3,馬込町,
ま,馬込西1丁目,"0,3",1,1木,2,3.0,旧馬込町馬込沢駅駅前  （印西線北側）,1,3,馬込西,1丁目
ま,馬込西2・3丁目,"0,3",1,4木,2,3.0,,4,3,馬込西,2・3丁目
ま,松が丘1～3丁目,"2,5",0,2金,3,0.0,,2,4,松が丘,1～3丁目
ま,松が丘4・5丁目,"2,5",0,3金,3,0.0,,3,4,松が丘,4・5丁目
ま,丸山1～5丁目,"0,3",0,1木,2,1.0,,1,3,丸山,1～5丁目
み,三咲1丁目,"0,3",0,2金,3,2.0,,2,4,三咲,1丁目
み,三咲2・3丁目,"0,3",0,1金,3,2.0,,1,4,三咲,2・3丁目
み,三咲4～8丁目,"1,4",0,2金,3,2.0,,2,4,三咲,4～8丁目
み,三咲9丁目,"1,4",0,1金,3,2.0,,1,4,三咲,9丁目
み,三咲町,"1,4",0,1金,3,2.0,八木が谷地区,1,4,三咲町,
み,三咲町,"1,4",0,2金,3,2.0,大穴地区,2,4,三咲町,
み,緑台1・2丁目,"1,4",1,1火,2,2.0,,1,1,緑台,1・2丁目
み,湊町1～3丁目,"2,5",1,2火,0,2.0,,2,1,湊町,1～3丁目
み,南海神1・2丁目,"2,5",1,4月,4,4.0,,4,0,南海神,1・2丁目
み,南本町,"2,5",1,4月,0,2.0,"1～4,7～10  12～14",4,0,南本町,
み,南本町,"2,5",1,4月,4,4.0,15～43,4,0,南本町,
み,南三咲1丁目,"1,4",1,3木,2,2.0,,3,3,南三咲,1丁目
み,南三咲2丁目,"0,3",0,4木,2,1.0,,4,3,南三咲,2丁目
み,南三咲3丁目,"0,3",0,4木,2,1.0,"1～15,18～25",4,3,南三咲,3丁目
み,南三咲3丁目,"0,3",0,2金,3,2.0,"16,17,26～30",2,4,南三咲,3丁目
み,南三咲4丁目,"1,4",1,3木,2,2.0,8～25,3,3,南三咲,4丁目
み,南三咲4丁目,"1,4",1,3木,3,0.0,1～7,3,3,南三咲,4丁目
み,みやぎ台1・2丁目,"1,4",0,1金,3,3.0,,1,4,みやぎ台,1・2丁目
み,みやぎ台3丁目,"1,4",0,1金,3,3.0,"11～16,18～21",1,4,みやぎ台,3丁目
み,みやぎ台3丁目,"1,4",0,1金,3,2.0,124,1,4,みやぎ台,3丁目
み,みやぎ台4丁目,"1,4",0,1金,3,3.0,,1,4,みやぎ台,4丁目
み,三山1～4丁目,"1,4",0,4水,1,3.0,,4,2,三山,1～4丁目
み,三山5～7丁目,"2,5",0,4金,1,3.0,,4,4,三山,5～7丁目
み,三山8・9丁目,"2,5",0,4水,1,3.0,,4,2,三山,8・9丁目
み,宮本1丁目,"2,5",1,3火,0,0.0,,3,1,宮本,1丁目
み,宮本2丁目,"2,5",1,3火,0,0.0,1～13,3,1,宮本,2丁目
み,宮本2丁目,"2,5",1,2火,0,0.0,14～15,2,1,宮本,2丁目
み,宮本3丁目,"2,5",1,2火,0,0.0,,2,1,宮本,3丁目
み,宮本4～7丁目,"2,5",1,3火,0,0.0,,3,1,宮本,4～7丁目
み,宮本8丁目,"2,5",1,4火,0,0.0,,4,1,宮本,8丁目
み,宮本9丁目,"2,5",1,2火,0,0.0,,2,1,宮本,9丁目
も,本中山1～7丁目,"0,3",1,1月,4,1.0,,1,0,本中山,1～7丁目
ま,前貝塚町,"0,3",1,1木,2,2.0,"100番台,208～211  819～822,844,845,855,856  860番台,870～872,885",1,3,前貝塚町,
ま,前貝塚町,"0,3",1,2木,2,2.0,上記下記以外,2,3,前貝塚町,
ま,前貝塚町,"0,3",1,4木,2,2.0,340番台,4,3,前貝塚町,
ま,前原西1～3丁目,"1,4",1,4火,0,3.0,,4,1,前原西,1～3丁目
ま,前原西4・5丁目,"1,4",1,2水,0,3.0,,2,2,前原西,4・5丁目
ま,前原西6丁目,"1,4",1,2水,0,3.0,下記以外,2,2,前原西,6丁目
ま,前原西6丁目,"1,4",1,3月,4,3.0,前原団地（アルビス前原）,3,0,前原西,6丁目
ま,前原西6丁目,"1,4",1,3月,4,3.0,パークホームズ津田沼前原の丘  パークハウス木々津田沼前原  ローレルコート津田沼  ミリアビタNO.26,3,0,前原西,6丁目
ま,前原西7丁目,"1,4",1,2水,0,3.0,,2,2,前原西,7丁目
ま,前原西8丁目,"1,4",0,2水,1,3.0,"5～19,25～28",2,2,前原西,8丁目
ま,前原西8丁目,"1,4",0,2水,0,3.0,"1～4,22～24",2,2,前原西,8丁目
ま,前原東1丁目,"1,4",0,2水,0,3.0,9～16,2,2,前原東,1丁目
ま,前原東1丁目,"1,4",1,4火,0,3.0,1～8,4,1,前原東,1丁目
ま,前原東2丁目,"1,4",0,3水,0,3.0,,3,2,前原東,2丁目
ま,前原東3丁目,"1,4",1,4火,0,3.0,134,4,1,前原東,3丁目
ま,前原東3丁目,"1,4",0,2水,0,3.0,"5～8,10～15  17～36",2,2,前原東,3丁目
ま,前原東4丁目,"1,4",0,2水,0,3.0,1～17,2,2,前原東,4丁目
ま,前原東4丁目,"1,4",1,2水,0,3.0,18～21,2,2,前原東,4丁目
ま,前原東5丁目,"1,4",0,2水,0,3.0,1～7,2,2,前原東,5丁目
ま,前原東5丁目,"1,4",0,3水,0,3.0,8～49,3,2,前原東,5丁目
ま,前原東6丁目,"1,4",0,3水,0,3.0,"1～5,9～15",3,2,前原東,6丁目
ま,前原東6丁目,"1,4",0,4水,0,3.0,"6,7,8,16～37",4,2,前原東,6丁目
ま,馬込町,"0,3",0,1木,2,1.0,"912,913  943,945",1,3,馬込町,
ま,馬込町,"0,3",0,4木,2,1.0,船橋・我孫子線の東側,4,3,馬込町,
ま,馬込町,"0,3",1,4木,2,3.0,船橋・我孫子線の西側,4,3,馬込町,
ま,馬込西1丁目,"0,3",1,1木,2,3.0,旧馬込町馬込沢駅駅前  （印西線北側）,1,3,馬込西,1丁目
ま,馬込西2・3丁目,"0,3",1,4木,2,3.0,,4,3,馬込西,2・3丁目
ま,松が丘1～3丁目,"2,5",0,2金,3,0.0,,2,4,松が丘,1～3丁目
ま,松が丘4・5丁目,"2,5",0,3金,3,0.0,,3,4,松が丘,4・5丁目
ま,丸山1～5丁目,"0,3",0,1木,2,1.0,,1,3,丸山,1～5丁目
み,三咲1丁目,"0,3",0,2金,3,2.0,,2,4,三咲,1丁目
み,三咲2・3丁目,"0,3",0,1金,3,2.0,,1,4,三咲,2・3丁目
み,三咲4～8丁目,"1,4",0,2金,3,2.0,,2,4,三咲,4～8丁目
み,三咲9丁目,"1,4",0,1金,3,2.0,,1,4,三咲,9丁目
み,三咲町,"1,4",0,1金,3,2.0,八木が谷地区,1,4,三咲町,
み,三咲町,"1,4",0,2金,3,2.0,大穴地区,2,4,三咲町,
み,緑台1・2丁目,"1,4",1,1火,2,2.0,,1,1,緑台,1・2丁目
み,湊町1～3丁目,"2,5",1,2火,0,2.0,,2,1,湊町,1～3丁目
み,南海神1・2丁目,"2,5",1,4月,4,4.0,,4,0,南海神,1・2丁目
み,南本町,"2,5",1,4月,0,2.0,"1～4,7～10  12～14",4,0,南本町,
み,南本町,"2,5",1,4月,4,4.0,15～43,4,0,南本町,
み,南三咲1丁目,"1,4",1,3木,2,2.0,,3,3,南三咲,1丁目
み,南三咲2丁目,"0,3",0,4木,2,1.0,,4,3,南三咲,2丁目
み,南三咲3丁目,"0,3",0,4木,2,1.0,"1～15,18～25",4,3,南三咲,3丁目
み,南三咲3丁目,"0,3",0,2金,3,2.0,"16,17,26～30",2,4,南三咲,3丁目
み,南三咲4丁目,"1,4",1,3木,2,2.0,8～25,3,3,南三咲,4丁目
み,南三咲4丁目,"1,4",1,3木,3,0.0,1～7,3,3,南三咲,4丁目
み,みやぎ台1・2丁目,"1,4",0,1金,3,3.0,,1,4,みやぎ台,1・2丁目
み,みやぎ台3丁目,"1,4",0,1金,3,3.0,"11～16,18～21",1,4,みやぎ台,3丁目
み,みやぎ台3丁目,"1,4",0,1金,3,2.0,124,1,4,みやぎ台,3丁目
み,みやぎ台4丁目,"1,4",0,1金,3,3.0,,1,4,みやぎ台,4丁目
み,三山1～4丁目,"1,4",0,4水,1,3.0,,4,2,三山,1～4丁目
み,三山5～7丁目,"2,5",0,4金,1,3.0,,4,4,三山,5～7丁目
み,三山8・9丁目,"2,5",0,4水,1,3.0,,4,2,三山,8・9丁目
み,宮本1丁目,"2,5",1,3火,0,0.0,,3,1,宮本,1丁目
み,宮本2丁目,"2,5",1,3火,0,0.0,1～13,3,1,宮本,2丁目
み,宮本2丁目,"2,5",1,2火,0,0.0,14～15,2,1,宮本,2丁目
み,宮本3丁目,"2,5",1,2火,0,0.0,,2,1,宮本,3丁目
み,宮本4～7丁目,"2,5",1,3火,0,0.0,,3,1,宮本,4～7丁目
み,宮本8丁目,"2,5",1,4火,0,0.0,,4,1,宮本,8丁目
み,宮本9丁目,"2,5",1,2火,0,0.0,,2,1,宮本,9丁目
も,本中山1～7丁目,"0,3",1,1月,4,1.0,,1,0,本中山,1～7丁目
や,八木が谷1～5丁目,"1,4",0,1金,3,3.0,,1,4,八木が谷,1～5丁目
や,八木が谷町,"1,4",0,1金,3,3.0,,1,4,八木が谷町,
や,薬円台1・2丁目,"0,3",0,3水,1,2.0,,3,2,薬円台,1・2丁目
や,薬円台3丁目,"2,5",0,4金,1,3.0,,4,4,薬円台,3丁目
や,薬円台4丁目,"0,3",0,3水,1,2.0,"1～13,17～25",3,2,薬円台,4丁目
や,薬円台4丁目,"0,3",0,3水,4,2.0,15,3,2,薬円台,4丁目
や,薬円台5丁目,"0,3",0,3水,1,2.0,,3,2,薬円台,5丁目
や,薬円台6丁目,"0,3",0,3水,1,2.0,1～22,3,2,薬円台,6丁目
や,薬円台6丁目,"0,3",0,3水,4,2.0,2324,3,2,薬円台,6丁目
や,薬園台町1丁目,"1,4",0,4水,1,3.0,,4,2,薬園台町,1丁目
や,山手1～3丁目,"2,5",1,2木,2,2.0,,2,3,山手,1～3丁目
や,山野町,"2,5",1,4月,4,1.0,,4,0,山野町,
わ,若松1丁目,"2,5",1,2火,0,4.0,2～17,2,1,若松,1丁目
わ,若松1丁目,"2,5",1,2火,0,0.0,1,2,1,若松,1丁目
わ,若松2・3丁目,"2,5",1,4火,0,4.0,,4,1,若松,2・3丁目
や,八木が谷1～5丁目,"1,4",0,1金,3,3.0,,1,4,八木が谷,1～5丁目
や,八木が谷町,"1,4",0,1金,3,3.0,,1,4,八木が谷町,
や,薬円台1・2丁目,"0,3",0,3水,1,2.0,,3,2,薬円台,1・2丁目
や,薬円台3丁目,"2,5",0,4金,1,3.0,,4,4,薬円台,3丁目
や,薬円台4丁目,"0,3",0,3水,1,2.0,"1～13,17～25",3,2,薬円台,4丁目
や,薬円台4丁目,"0,3",0,3水,4,2.0,15,3,2,薬円台,4丁目
や,薬円台5丁目,"0,3",0,3水,1,2.0,,3,2,薬円台,5丁目
や,薬円台6丁目,"0,3",0,3水,1,2.0,1～22,3,2,薬円台,6丁目
や,薬円台6丁目,"0,3",0,3水,4,2.0,2324,3,2,薬円台,6丁目
や,薬園台町1丁目,"1,4",0,4水,1,3.0,,4,2,薬園台町,1丁目
や,山手1～3丁目,"2,5",1,2木,2,2.0,,2,3,山手,1～3丁目
や,山野町,"2,5",1,4月,4,1.0,,4,0,山野町,
わ,若松1丁目,"2,5",1,2火,0,4.0,2～17,2,1,若松,1丁目
わ,若松1丁目,"2,5",1,2火,0,0.0,1,2,1,若松,1丁目
わ,若松2・3丁目,"2,5",1,4火,0,4.0,,4,1,若松,2・3丁目
